Date	0	2	3	4	5	6	7	9	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	66	67	68	69	71	72	73	74	75	76	77	80	81	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	140	141	142	143	144	145	146	147	148	149	150	152	153	154	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	188	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	222	223	224	225	226	227	228	229	230	231	232	233	234	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	267	268	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	359	364	365	366	367	368	369	370	373	374	375	376	377	378	381	382	383	384	385	386	388	390	391	394	395	396	397	398	399	400	401	402	403	405	406	407	408	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	447	448	449	450	451	452	453	454	455	456	457	458	459	460	461	462	463	464	465	466	467	468	469	470	471	472	474	475	476	477	478	479	480	481	482	483	484	485	486	487	488	489	490	491	492	493	494	495	496	497	498	499	500	501	502	503	504	505	506	507	508	509	510	511	514	515	517	518	519	520	522	523	524	525	526	527	528	529	531	532	533	535	537	541	543	544	546	547	548	549	550	551	552	553	554	555	562	563	567	570	571	573	575	579	581	583	585	586	589	590	591	592	594	595	596	597	598	599	600	601	602	603	604	605	606	607	608	609	610	611	612	613	614	615	616	617	618	619	620
10	5192	14	3	13	8	15	8	1	0	0	20	11	10	13	14	40	12	12	20	15	9	24	9	36	16	15	12	9	19	13	33	3	23	46	34	33	29	16	20	3	52	26	7	7	39	50	55	37	41	43	23	11	9	34	10	29	26	9	7	6	46	34	11	25	30	9	23	38	72	17	93	26	44	9	16	10	6	18	33	18	138	7	13	18	1	19	9	30	16	43	0	1	5	14	18	14	10	46	17	23	16	5	15	13	17	8	15	3	2	7	9	2	18	7	11	14	6	13	8	2	74	33	2	2	18	16	28	13	23	15	17	17	13	2	7	10	0	10	11	6	10	4	8	8	5	19	1	1	29	3	7	1	15	5	7	2	11	17	78	16	25	5	1	0	6	36	10	9	4	1	7	6	12	41	105	0	24	68	18	23	38	29	0	0	3	4	4	4	4	6	0	2	19	45	25	12	9	4	4	9	0	15	10	4	11	6	7	12	16	2	8	20	7	11	14	4	3	8	3	2	22	15	6	5	10	5	6	11	10	2	3	4	3	2	11	34	8	5	8	0	7	16	0	1	31	2	6	2	0	0	4	13	3	3	3	5	3	2	7	1	9	55	24	6	29	72	6	18	12	13	8	9	10	1	7	3	6	8	13	15	13	4	9	4	6	9	7	4	1	8	7	12	3	8	7	14	10	8	15	13	9	4	7	11	10	14	11	7	6	11	10	3	10	2	2	20	7	4	22	5	22	13	26	12	13	1	4	11	7	1	0	0	2	0	0	16	10	4	2	2	2	0	4	0	9	0	12	1	0	0	0	8	0	0	0	1	1	0	8	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	1	9	1	1	7	6	10	8	0	3	15	2	1	8	1	0	0	0	0	5	0	1	0	2	2	0	2	0	0	0	0	0	0	0	5	1	6	0	6	0	3	2	0	0	4	3	4	6	3	3	12	8	1	1	0	0	0	0	4	2	0	0	2	2	2	2	0	1	3	2	1	0	2	0	0	1	0	0	4	5	0	0	0	4	4	0	2	4	5	7	4	5	5	6	1	6	3	6	1	7	0	0	2	4	3	3	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	6	2	0	3	0	3	3	6	6	3	1	0	1	3	1	5	2	0	1	1	1	2	0	7
11	2352	3	16	3	5	7	5	0	0	0	7	6	9	2	14	6	4	9	6	11	3	16	7	6	0	9	7	3	6	2	5	4	26	9	4	15	3	4	11	0	4	18	4	5	14	6	17	7	6	11	6	9	1	15	10	7	25	3	10	2	13	19	3	12	2	12	6	15	5	12	20	6	8	5	19	4	10	8	3	4	9	1	7	13	0	3	2	6	4	9	0	0	0	6	8	9	5	26	1	9	14	9	7	5	14	5	4	3	0	1	9	2	5	5	8	9	5	8	5	0	23	5	4	0	2	7	16	15	8	12	11	13	2	2	6	6	2	12	10	7	17	3	6	1	2	2	6	2	4	5	1	0	7	2	2	0	15	5	9	7	17	9	1	1	8	15	8	5	1	3	8	8	8	2	12	0	15	18	7	5	12	15	0	1	3	2	1	7	2	0	1	1	11	12	9	4	3	0	1	12	1	6	15	2	10	10	9	8	6	2	9	11	11	9	5	5	2	11	3	5	15	6	6	2	4	5	2	6	1	9	4	3	1	3	15	22	6	2	9	3	7	6	2	3	11	1	1	13	0	1	2	11	3	1	3	4	1	4	2	0	8	10	0	2	4	1	6	22	5	6	1	2	5	2	6	0	3	8	10	11	9	11	12	6	7	7	6	3	3	2	12	9	2	2	1	0	5	4	9	6	9	1	5	6	4	11	1	9	3	6	6	3	14	0	6	7	3	2	18	8	6	7	7	2	5	3	0	11	6	0	0	0	1	0	1	9	12	2	0	1	0	0	2	0	8	0	0	0	0	1	0	4	0	0	0	0	0	0	3	0	0	2	0	2	0	2	1	0	3	0	0	0	0	0	0	2	4	2	1	1	5	4	6	0	1	8	0	0	7	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	2	4	1	2	0	0	1	0	1	3	1	3	7	2	2	8	3	2	0	0	2	0	1	1	0	1	3	1	1	3	2	0	0	0	1	2	0	1	0	0	0	0	3	0	6	0	2	0	1	2	1	0	2	1	5	4	2	4	4	0	2	1	4	0	0	0	0	0	3	1	4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5	1	0	1	2	0	0	2	2	0	0	0	1	2	1	0	4	0	0	0	0	1	0	0	5
12	2375	6	23	7	4	13	7	0	0	0	15	6	5	4	7	8	8	8	9	9	4	12	7	14	1	8	7	5	6	2	9	3	48	16	5	4	6	5	6	5	3	7	2	7	8	5	10	2	4	5	5	8	2	15	5	5	14	8	7	0	7	18	1	16	8	4	3	14	9	14	22	6	9	6	15	7	6	5	6	17	0	6	16	28	0	4	5	5	10	2	1	0	1	9	7	6	4	28	0	18	14	9	6	6	18	6	2	10	0	1	10	0	5	8	9	10	6	13	1	2	18	2	1	0	6	4	13	13	1	17	7	18	2	1	4	5	3	7	14	4	10	7	3	1	4	6	7	2	1	2	2	1	3	1	1	2	8	7	5	3	18	19	1	0	3	9	3	3	1	1	4	4	4	0	9	0	2	30	4	7	12	10	0	0	1	2	4	3	1	0	1	2	8	12	3	4	2	2	2	4	1	6	15	0	3	4	12	5	7	4	16	11	10	9	6	2	4	8	2	3	8	5	6	4	3	5	4	11	5	8	4	2	3	4	21	20	7	3	7	7	8	2	1	0	12	0	1	13	0	0	2	11	2	0	5	3	2	2	1	0	4	10	15	2	2	4	9	15	2	8	2	4	8	3	12	4	2	10	15	8	5	15	5	5	6	5	3	6	2	3	10	9	4	1	4	3	9	2	7	4	16	6	4	6	4	21	4	11	0	6	9	4	9	1	2	15	12	1	20	16	4	5	6	5	5	3	3	8	6	0	0	0	1	0	0	6	10	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	2	0	1	4	2	0	1	0	0	1	3	4	1	0	3	5	3	8	0	1	6	2	3	11	0	1	1	0	0	2	0	5	1	0	0	0	1	0	0	1	1	0	0	0	6	1	6	0	4	0	0	3	0	0	2	4	6	2	4	0	8	1	3	1	0	1	0	2	1	1	2	2	2	1	0	1	1	2	1	0	0	0	4	0	0	1	4	7	1	2	0	1	0	2	0	0	0	3	0	3	1	4	2	5	0	2	1	3	0	2	6	3	1	6	1	3	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	4	0	0	0	1	1	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2
13	2535	1	5	0	3	0	1	0	0	0	9	7	6	3	1	17	8	6	5	12	1	19	5	11	0	4	6	2	11	8	22	1	4	19	15	17	16	9	9	2	38	13	4	2	26	27	30	9	17	25	17	6	10	11	3	13	9	7	4	1	11	15	4	18	19	4	11	17	45	2	63	8	13	8	7	1	3	4	18	5	87	4	2	5	0	8	1	19	7	30	0	0	2	12	11	13	5	21	9	7	2	4	9	6	4	8	3	2	1	7	8	0	16	1	4	5	4	4	2	0	37	11	1	2	2	3	14	3	16	7	6	6	5	0	3	3	0	7	3	4	3	1	3	3	1	5	1	0	13	0	1	0	4	3	1	2	7	11	36	10	9	1	1	1	3	10	8	5	2	2	4	6	3	19	63	0	18	30	10	14	14	13	1	1	2	1	2	2	3	2	1	0	20	30	15	3	4	1	1	6	0	6	3	0	3	4	4	1	4	0	9	5	1	8	9	1	1	3	2	2	12	13	5	0	4	0	2	5	4	1	0	2	2	4	4	7	4	4	5	2	7	14	1	0	15	0	2	1	0	2	1	6	3	4	3	5	1	3	1	1	10	35	12	5	23	35	1	9	8	5	1	5	6	3	8	0	0	2	7	4	3	3	4	0	3	6	2	0	1	3	1	5	7	4	0	9	7	3	2	8	5	0	2	4	2	4	10	1	1	5	6	1	1	2	4	1	5	1	7	3	8	1	19	7	7	0	0	8	5	0	0	0	0	0	0	4	8	2	2	0	0	0	0	0	3	0	10	1	1	1	3	6	0	0	0	0	0	0	3	0	0	1	0	1	1	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	4	2	6	0	1	6	0	0	3	1	0	0	0	0	3	0	3	0	1	1	0	0	0	0	0	0	0	0	0	4	2	4	0	6	0	4	1	0	0	3	3	0	4	0	2	4	3	0	0	1	0	2	2	1	0	2	0	0	1	3	1	1	0	4	1	0	0	3	1	0	0	2	1	0	4	1	0	0	0	1	0	0	1	0	1	4	2	7	6	1	2	1	2	0	3	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	1	0	3	1	0	2	3	0	1	2	0	1	3	2	0	1	0	1	0	0	4	0	4
14	1746	2	4	0	5	1	2	0	0	0	5	5	4	6	4	13	5	2	9	5	1	8	3	9	0	1	3	3	5	4	14	0	2	16	11	14	8	7	5	2	20	7	3	2	14	25	19	6	11	17	8	5	1	4	3	15	12	5	6	0	17	13	3	9	18	8	6	16	31	0	33	8	17	4	2	2	2	3	11	4	57	5	3	8	0	1	1	5	5	20	0	0	2	10	4	3	3	15	4	6	0	4	3	4	5	6	3	0	1	3	7	0	11	3	2	4	2	2	1	0	33	13	0	1	2	3	11	4	6	6	4	4	5	0	2	3	0	3	5	2	2	1	2	1	2	2	3	0	8	0	2	0	5	1	2	2	6	7	23	3	9	1	1	0	1	13	5	2	0	6	1	4	2	7	31	0	11	22	7	9	11	9	0	0	0	0	3	2	2	0	0	0	10	20	10	2	4	2	0	7	0	3	3	0	1	3	2	2	4	1	9	3	4	5	5	1	0	2	3	2	15	7	6	0	2	4	0	2	0	1	1	1	1	2	6	6	5	3	2	3	7	5	0	0	8	1	1	1	0	1	2	9	2	1	0	1	1	0	1	0	8	25	3	2	6	24	1	6	1	4	2	1	3	4	1	2	0	5	9	3	4	3	3	2	1	1	1	1	0	1	5	0	6	1	1	10	2	3	1	6	8	1	0	6	1	4	4	1	0	6	7	2	2	0	0	0	3	1	3	1	8	2	10	4	5	0	0	3	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	2	0	7	1	0	0	2	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	6	1	1	1	4	1	4	0	0	6	0	0	1	0	0	0	0	0	3	0	1	0	1	2	0	0	0	0	1	0	0	0	0	2	0	2	0	2	0	2	0	1	0	3	3	1	1	2	0	3	2	1	0	0	1	0	3	2	0	0	0	0	1	2	1	0	0	3	1	1	2	1	0	0	0	1	0	0	3	1	0	0	0	0	0	1	1	1	1	5	1	4	1	0	1	0	2	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	4	2	4	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1
15	3598	3	7	2	10	2	1	0	0	0	13	3	9	5	8	29	9	8	13	7	3	20	10	14	3	6	8	6	19	11	29	0	6	36	24	20	23	16	11	2	34	25	6	8	25	36	41	20	23	41	16	11	3	18	4	24	22	5	9	2	46	37	5	14	29	10	8	21	49	14	81	22	37	9	14	6	8	5	23	11	115	7	7	4	0	17	7	26	7	39	0	0	2	19	10	16	9	31	9	10	8	6	9	13	11	11	8	4	2	11	15	0	24	2	9	8	5	7	4	2	54	24	1	1	6	9	24	4	24	10	4	13	10	4	5	2	3	9	7	4	11	5	3	5	7	14	0	2	15	6	1	0	8	7	4	0	10	15	53	13	22	2	0	1	4	19	12	9	4	3	4	6	10	29	88	0	15	35	7	13	11	24	0	0	4	0	2	2	1	3	1	0	14	25	14	8	3	8	2	8	0	9	6	2	3	5	6	4	11	0	11	8	3	9	14	3	2	4	7	4	17	16	7	4	2	2	3	4	3	0	2	2	3	2	4	19	2	1	7	2	5	10	0	1	18	0	3	2	0	2	4	3	4	4	2	2	1	0	3	0	7	39	12	6	29	50	3	19	7	10	4	4	8	1	5	2	2	6	10	4	3	6	3	6	5	5	7	2	4	4	5	4	9	2	1	11	8	4	6	12	6	2	1	7	2	5	8	4	1	8	3	7	7	0	3	10	8	0	12	7	15	3	26	4	4	0	1	8	6	1	0	0	0	0	0	7	10	3	2	0	1	0	1	1	4	0	9	2	1	0	1	6	0	0	0	0	0	0	5	0	0	2	0	2	0	0	0	2	1	0	0	0	1	0	0	2	3	1	0	1	7	4	3	0	1	6	0	2	7	0	1	0	0	0	5	0	4	0	2	3	0	1	0	0	0	0	0	0	0	4	0	3	0	3	0	1	1	0	1	4	2	1	4	3	4	9	3	2	1	1	0	1	0	1	0	1	0	1	2	3	1	0	0	5	0	1	0	4	1	1	4	2	2	0	2	0	1	0	2	2	1	0	0	1	4	7	4	3	6	0	1	0	2	1	4	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	7	4	1	0	3	1	0	4	4	5	2	0	0	3	5	2	1	2	2	1	1	1	2	0	3
16	4989	8	17	2	4	9	2	2	0	0	14	7	6	11	9	37	11	8	20	16	6	27	11	25	6	10	16	6	22	11	28	1	30	41	30	27	33	8	20	8	52	26	14	9	35	43	46	35	30	38	19	13	10	24	10	31	31	12	11	8	50	29	12	21	32	11	23	40	72	21	98	20	44	10	18	9	13	10	28	16	127	5	10	11	0	20	3	36	24	45	0	0	4	26	15	10	13	36	15	25	14	13	16	10	24	12	6	11	4	5	15	1	22	8	15	9	6	18	2	2	64	26	0	5	8	3	30	20	21	17	16	15	11	2	7	6	1	15	8	5	12	7	10	5	3	16	2	2	34	2	10	0	10	5	7	2	11	22	76	15	32	10	2	0	4	26	20	10	2	3	9	7	9	24	103	0	18	62	9	15	28	35	5	0	3	2	2	4	6	2	2	3	25	43	17	11	5	3	2	11	0	6	6	4	8	10	12	5	12	0	12	14	6	4	8	5	2	10	4	4	26	24	14	4	6	5	5	3	6	8	5	5	1	7	11	26	4	5	4	4	11	13	1	1	36	0	0	17	0	2	4	12	4	2	4	7	2	0	3	1	10	56	18	9	40	71	4	22	12	13	6	8	5	12	7	5	3	6	10	12	12	8	9	5	5	10	4	1	4	5	8	13	5	5	3	13	6	2	10	16	9	3	2	9	5	18	5	6	5	18	14	6	11	5	4	16	10	1	16	15	18	7	33	8	16	4	1	17	10	0	0	1	2	0	0	15	15	1	3	1	1	0	3	1	1	0	10	9	1	1	2	10	0	0	0	0	0	0	7	0	0	1	0	1	0	0	0	1	4	0	0	0	1	1	0	6	6	1	0	4	7	5	9	0	1	18	2	1	10	1	1	0	0	1	7	0	4	0	1	2	0	1	0	2	1	0	0	0	1	4	0	5	0	4	0	2	5	1	0	2	7	2	5	3	4	14	5	4	2	1	0	4	2	4	2	3	2	4	0	3	2	0	1	3	2	3	0	2	1	1	4	2	4	1	3	0	0	0	2	0	2	0	3	2	1	2	5	3	10	0	4	0	5	1	4	0	0	1	1	1	3	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	2	0	1	0	8	3	0	0	3	2	1	2	2	4	2	0	1	3	4	3	1	2	3	1	2	3	4	2	4
17	4819	13	7	6	4	4	3	1	0	0	17	4	14	14	10	40	11	8	21	7	2	30	12	29	9	13	15	10	33	8	19	1	18	33	29	27	25	13	19	5	37	38	11	9	31	43	45	27	31	41	24	8	11	33	13	23	27	16	11	4	48	25	14	23	33	13	16	31	61	10	92	18	34	11	16	11	2	9	31	12	121	7	16	15	0	15	2	35	15	42	0	0	2	22	16	13	12	36	7	22	15	8	15	8	19	17	10	3	3	9	10	2	21	6	16	10	10	19	3	0	57	34	1	4	11	9	33	20	22	15	10	12	12	1	6	3	2	11	12	4	18	6	7	8	8	15	1	4	24	4	7	0	9	6	4	3	16	18	91	15	37	12	3	0	5	35	13	9	5	2	11	8	11	30	100	0	21	53	12	24	26	42	0	0	4	4	3	10	3	2	0	3	26	40	17	4	8	2	3	10	0	14	7	0	6	6	11	10	17	2	11	13	8	16	15	3	5	9	5	1	20	20	6	4	7	9	4	2	4	2	4	4	5	4	11	17	6	7	3	1	9	7	2	0	20	0	0	11	0	0	2	6	3	2	4	7	5	2	3	2	16	38	18	10	33	63	10	28	12	16	3	5	5	5	15	2	6	12	11	12	9	10	9	7	11	7	3	5	2	7	7	4	10	6	2	12	7	2	9	18	9	1	6	14	1	15	5	6	3	18	9	9	12	0	2	14	11	3	16	7	19	9	37	9	13	9	3	17	11	0	0	2	3	0	0	17	10	2	2	2	2	0	1	0	11	0	8	2	3	1	2	9	0	2	0	0	0	0	5	0	0	0	0	0	0	1	0	2	4	0	0	0	1	1	1	1	9	1	0	2	8	4	8	0	2	11	1	5	6	0	1	1	0	0	5	0	4	0	0	2	0	1	0	0	0	0	0	0	0	6	0	3	1	5	0	5	2	0	0	5	4	5	4	7	7	9	5	6	0	1	1	2	1	2	3	1	1	0	2	2	2	0	0	2	0	1	0	3	0	0	1	2	1	1	5	0	0	1	3	2	1	2	5	3	4	3	6	6	6	0	1	2	4	1	3	1	2	0	3	3	2	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	1	0	9	5	2	0	3	2	2	3	5	4	6	0	0	2	3	0	0	4	1	0	0	0	2	0	5
18	3577	9	38	17	4	23	6	0	1	1	18	3	6	12	11	4	11	10	12	6	4	20	11	18	8	7	12	8	11	8	13	9	80	13	6	16	11	4	10	3	4	21	4	13	12	6	13	5	14	8	15	4	7	23	7	18	25	18	25	4	18	20	3	23	15	11	7	24	13	48	25	7	12	7	17	18	11	3	6	18	7	6	14	32	0	10	8	12	17	11	0	0	1	11	11	10	2	19	1	18	14	9	13	7	28	12	7	7	1	2	12	3	6	23	9	12	1	23	8	2	32	8	4	1	6	2	17	34	9	16	8	13	5	2	9	5	4	18	9	5	12	11	10	3	10	12	7	3	6	3	7	0	7	2	7	2	18	9	9	10	35	28	2	3	12	21	10	8	1	4	4	8	9	2	3	0	9	26	1	18	16	20	0	0	3	0	2	2	0	1	1	0	13	16	10	6	5	12	0	5	3	15	15	0	11	8	17	15	14	5	24	10	10	15	8	6	8	13	2	9	12	10	6	8	5	10	6	7	3	11	11	5	2	5	21	15	11	6	4	3	13	5	0	1	13	2	4	27	0	0	6	2	4	1	8	6	0	0	3	1	5	5	8	2	4	6	12	36	7	11	1	5	10	13	18	5	7	16	28	16	17	14	15	4	11	10	2	6	9	5	18	8	3	7	6	3	7	7	5	8	3	7	12	14	10	29	1	11	4	15	18	12	14	3	6	10	12	4	34	21	8	8	17	0	8	4	1	22	9	0	1	0	7	0	0	11	8	3	1	0	1	0	1	2	6	0	1	0	2	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	1	3	1	1	0	0	1	1	1	1	2	4	0	0	2	5	3	7	0	0	2	2	1	3	0	0	0	0	0	2	0	0	1	0	1	0	2	0	1	1	0	0	0	0	9	1	3	0	7	0	2	4	1	0	3	2	1	8	8	3	9	4	7	2	0	1	1	2	1	3	4	4	2	1	1	2	2	1	4	0	3	0	2	0	1	2	6	3	5	6	1	1	3	5	2	2	1	5	1	3	4	0	5	8	0	3	0	3	1	0	3	3	0	4	1	10	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	2	0	0	0	1	0	1	3	0	0	1	0	1	0	4	0	2	2	1	0	1	2	0	0	2	0	2	0	0	0	6
19	4483	12	73	23	4	43	19	0	1	0	22	7	9	10	11	9	9	22	9	10	6	30	31	36	4	10	12	6	15	4	13	5	119	20	5	13	4	5	16	3	23	13	25	13	25	22	15	7	7	20	13	12	2	26	18	20	28	19	25	5	15	27	5	27	23	14	19	28	13	103	19	13	10	12	31	10	12	4	2	32	11	11	17	30	0	18	12	5	15	15	0	0	4	7	7	9	3	29	6	22	17	21	11	14	47	15	0	6	6	0	16	6	7	19	13	10	5	21	6	2	36	10	1	1	8	15	19	17	16	19	17	20	3	7	5	6	23	16	27	5	19	26	13	1	6	9	6	4	5	4	7	2	6	5	0	9	18	17	4	12	30	60	1	3	14	22	13	10	4	1	15	10	8	5	9	0	11	30	5	6	22	21	1	0	4	1	1	7	2	0	0	2	23	22	9	10	3	3	4	5	3	11	22	5	8	11	12	10	26	3	20	13	7	15	4	8	6	17	7	9	20	5	3	9	12	5	7	9	1	31	9	2	2	5	24	29	10	10	8	7	20	3	1	4	9	3	1	47	0	2	4	8	2	1	7	3	0	1	1	0	9	8	19	3	10	9	15	33	4	19	3	5	8	8	22	1	7	26	30	22	20	16	11	8	11	9	6	6	9	5	15	23	4	3	4	5	8	8	5	5	8	7	12	14	12	19	4	26	6	20	22	11	27	3	2	20	8	2	22	51	7	9	18	4	11	2	0	15	16	0	3	0	3	1	0	24	15	7	1	1	1	0	1	0	8	1	1	0	0	1	2	4	0	1	0	1	0	0	5	0	0	4	0	0	0	0	0	2	3	0	0	0	0	1	0	1	11	0	1	2	3	7	6	1	3	8	4	2	4	0	0	0	0	2	4	0	2	0	0	1	0	1	0	0	0	0	1	1	0	8	1	2	0	4	3	2	9	0	2	5	1	20	10	4	3	11	1	8	2	0	1	1	2	1	1	2	0	3	1	4	1	1	0	3	0	0	0	1	1	0	5	8	13	2	6	1	2	1	9	1	1	2	4	1	0	5	2	5	7	1	4	4	10	0	1	1	1	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	2	0	1	1	1	1	0	3	1	1	0	0	0	3	1	1	0	2	0	0	0	0	0	1
20	6533	16	53	8	12	15	9	2	0	0	21	10	12	8	11	55	10	19	24	11	7	38	20	36	10	10	12	14	34	8	36	8	60	60	31	35	33	21	24	6	88	30	19	17	43	70	64	29	40	50	31	25	6	32	6	40	37	20	15	4	65	28	29	35	53	17	17	39	102	66	127	30	57	9	39	13	14	13	27	31	147	13	22	16	0	23	7	51	12	47	4	0	5	26	14	12	13	43	21	22	17	10	23	15	26	20	9	3	2	6	16	1	33	15	14	23	10	11	4	1	82	32	3	5	12	9	34	27	29	22	20	31	14	4	21	10	8	17	12	9	18	11	13	7	7	21	4	3	44	5	8	0	14	10	6	5	16	27	97	21	34	34	3	0	8	39	21	12	1	4	15	6	6	50	114	1	31	69	20	32	38	48	3	0	3	2	3	7	7	1	2	1	21	49	30	8	8	7	3	15	0	5	15	7	13	5	11	5	10	3	20	17	10	17	16	7	7	20	4	7	26	10	8	6	10	8	6	1	5	5	5	4	2	8	21	42	12	4	10	2	14	13	0	4	26	2	4	21	0	2	18	11	7	4	4	12	2	3	7	0	12	62	29	6	46	80	9	34	7	13	6	8	15	7	13	1	8	15	19	16	14	6	13	7	6	16	5	7	8	5	3	19	9	7	5	25	10	5	12	20	7	6	9	7	5	9	13	9	1	18	15	2	11	0	2	19	12	3	15	24	24	8	37	11	16	11	2	20	12	0	0	1	2	0	1	15	16	2	2	0	1	0	4	0	12	0	12	1	0	0	1	13	0	0	0	0	0	0	6	0	0	1	0	1	0	3	1	1	4	2	1	0	1	0	1	1	12	1	1	5	9	5	9	0	2	13	6	3	6	0	0	0	0	0	6	0	1	0	2	4	0	2	0	0	1	0	0	1	0	2	2	5	1	5	1	1	5	0	2	3	9	9	7	8	6	11	5	7	1	0	0	0	1	3	3	3	3	2	2	7	1	2	0	6	0	3	4	3	0	1	8	4	2	4	3	1	0	2	3	0	1	0	9	3	5	9	5	6	11	1	3	0	4	3	2	1	0	0	3	2	2	1	0	0	1	1	1	1	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	2	0	2	0	11	9	1	1	3	4	2	2	6	2	2	3	1	3	6	1	3	3	2	1	0	1	1	1	8
